"policy_id";"customer_id";"product_type";"coverage_amount";"annual_premium";"policy_start_date";"policy_end_date";"agent_id";"status"
"POL51061";"CUST10190";"Health";494069.81;24267.13;"2024-02-21 00:00:00";"2025-05-17 00:00:00";"AGT5149";"Lapsed"
"POL51062";"CUST10578";"Term";823838.5;22198.79;"2023-02-26 00:00:00";"2025-03-02 00:00:00";"AGT5280";"Lapsed"
"POL51064";"CUST10841";"Vehicle";909120.4;27944.42;"2023-08-13 00:00:00";"2024-01-21 00:00:00";"AGT5186";"Active"
"POL51065";"CUST11416";"Term";629580.49;40438.61;"2024-04-10 00:00:00";"2025-02-09 00:00:00";"AGT5209";"Cancelled"
"POL51066";"CUST11795";"Term";591691.56;21968.3;"2023-02-16 00:00:00";"2023-06-07 00:00:00";"AGT5130";"Cancelled"
"POL51068";"CUST11324";"Whole";866677.5;34885.75;"2024-05-29 00:00:00";"2025-02-18 00:00:00";"AGT5284";"Active"
"POL51069";"CUST11739";"Whole";992618.39;11186.45;"2023-06-13 00:00:00";"2024-08-25 00:00:00";"AGT5014";"Active"
"POL51071";"CUST11492";"Whole";539897.63;30590.92;"2023-05-12 00:00:00";"2024-06-04 00:00:00";"AGT5068";"Active"
"POL51073";"CUST11306";"Health";232763.53;39090.75;"2024-01-30 00:00:00";"2024-09-06 00:00:00";"AGT5165";"Active"
"POL51074";"CUST11854";"Whole";185867.19;34987.74;"2023-05-05 00:00:00";"2025-06-30 00:00:00";"AGT5261";"Active"
"POL51075";"CUST10000";"Vehicle";151753.39;21417.05;"2023-11-24 00:00:00";"2024-02-08 00:00:00";"AGT5197";"Cancelled"
"POL51078";"CUST10001";"Whole";162994.36;30845.66;"2022-12-18 00:00:00";"2023-02-06 00:00:00";"AGT5100";"Cancelled"
"POL51079";"CUST12171";"Health";592567.62;20921.64;"2023-08-10 00:00:00";"2025-01-04 00:00:00";"AGT5207";"Lapsed"
"POL51081";"CUST10036";"Whole";364112.46;38805.63;"2024-06-17 00:00:00";"2025-06-20 00:00:00";"AGT5118";"Active"
"POL51082";"CUST10806";"Vehicle";629977.79;41485.48;"2023-04-12 00:00:00";"2023-08-13 00:00:00";"AGT5196";"Active"
"POL51085";"CUST10430";"Health";484053.54;31559.51;"2023-11-04 00:00:00";"2024-07-10 00:00:00";"AGT5244";"Lapsed"
"POL51086";"CUST10459";"Health";336391.57;20341.66;"2024-03-17 00:00:00";"2024-07-23 00:00:00";"AGT5227";"Active"
"POL51087";"CUST11279";"Vehicle";998115.91;30133.73;"2024-05-27 00:00:00";"2024-10-13 00:00:00";"AGT5140";"Active"
"POL51088";"CUST11552";"Health";945511.63;39001.04;"2022-11-07 00:00:00";"2024-12-27 00:00:00";"AGT5153";"Cancelled"
"POL51089";"CUST10968";"Term";547378.39;5453.54;"2024-01-29 00:00:00";"2025-01-07 00:00:00";"AGT5148";"Lapsed"
"POL51090";"CUST11047";"Health";688871.95;12153.05;"2022-08-26 00:00:00";"2023-01-07 00:00:00";"AGT5192";"Active"
"POL51092";"CUST11255";"Vehicle";474416.43;32050.22;"2024-06-24 00:00:00";"2025-02-21 00:00:00";"AGT5141";"Cancelled"
"POL51093";"CUST10553";"Vehicle";697143.06;20616.07;"2024-07-03 00:00:00";"2024-10-16 00:00:00";"AGT5267";"Lapsed"
"POL51094";"CUST10793";"Property";884764.73;8328.68;"2023-10-08 00:00:00";"2024-01-23 00:00:00";"AGT5034";"Cancelled"
"POL51095";"CUST11199";"Term";922766.75;29305.41;"2022-11-12 00:00:00";"2024-08-02 00:00:00";"AGT5245";"Active"
"POL51096";"CUST10238";"Term";396951.89;9605.07;"2023-11-25 00:00:00";"2025-07-03 00:00:00";"AGT5272";"Cancelled"
"POL51098";"CUST12163";"Term";745680.8;36784.45;"2022-03-26 00:00:00";"2023-08-14 00:00:00";"AGT5059";"Active"
"POL51099";"CUST12431";"Whole";478035.57;3119.14;"2023-05-04 00:00:00";"2025-02-03 00:00:00";"AGT5250";"Lapsed"
"POL51100";"CUST11323";"Property";776851.35;13751.56;"2023-10-02 00:00:00";"2023-11-25 00:00:00";"AGT5159";"Lapsed"
"POL51104";"CUST11418";"Health";837839.96;20253.86;"2023-07-13 00:00:00";"2024-06-22 00:00:00";"AGT5213";"Lapsed"
"POL51105";"CUST10696";"Health";828493.65;25162.62;"2023-09-06 00:00:00";"2024-06-09 00:00:00";"AGT5274";"Lapsed"
"POL51108";"CUST11849";"Whole";417114.39;25682.9;"2022-11-11 00:00:00";"2024-10-05 00:00:00";"AGT5207";"Cancelled"
"POL51109";"CUST12383";"Vehicle";347600.51;25589.16;"2023-02-09 00:00:00";"2024-03-03 00:00:00";"AGT5130";"Cancelled"
"POL51110";"CUST11452";"Property";233824.4;49694.08;"2023-12-07 00:00:00";"2024-08-05 00:00:00";"AGT5251";"Cancelled"
"POL51111";"CUST10428";"Whole";180918.33;23672.8;"2024-01-09 00:00:00";"2025-01-06 00:00:00";"AGT5043";"Active"
"POL51112";"CUST12429";"Term";347776.53;22355.77;"2021-10-07 00:00:00";"2023-06-25 00:00:00";"AGT5035";"Lapsed"
"POL51113";"CUST10737";"Vehicle";521520.68;23774.15;"2022-07-09 00:00:00";"2025-01-31 00:00:00";"AGT5171";"Active"
"POL51114";"CUST10784";"Property";733062.82;37081.96;"2023-05-21 00:00:00";"2024-01-29 00:00:00";"AGT5219";"Lapsed"
"POL51115";"CUST11810";"Whole";552210.99;37796.78;"2023-03-14 00:00:00";"2023-04-28 00:00:00";"AGT5284";"Active"
"POL51116";"CUST11388";"Whole";607768.55;40468.74;"2024-03-31 00:00:00";"2024-06-23 00:00:00";"AGT5155";"Cancelled"
"POL51117";"CUST11715";"Property";851190.87;45428.64;"2021-07-23 00:00:00";"2023-03-01 00:00:00";"AGT5130";"Active"
"POL51118";"CUST10595";"Health";700615.89;27864.13;"2022-07-14 00:00:00";"2022-12-20 00:00:00";"AGT5247";"Lapsed"
"POL51120";"CUST11755";"Whole";551176.04;5460.91;"2022-04-18 00:00:00";"2025-05-27 00:00:00";"AGT5100";"Lapsed"
"POL51121";"CUST10978";"Property";713637.64;3677.42;"2023-10-23 00:00:00";"2024-04-11 00:00:00";"AGT5040";"Cancelled"
"POL51124";"CUST10541";"Vehicle";177616.32;34814.59;"2022-11-11 00:00:00";"2024-06-13 00:00:00";"AGT5111";"Active"
"POL51126";"CUST11520";"Health";344041.4;5969.02;"2023-07-10 00:00:00";"2024-11-22 00:00:00";"AGT5203";"Lapsed"
"POL51127";"CUST11328";"Health";745523.57;33603.17;"2024-01-09 00:00:00";"2025-03-30 00:00:00";"AGT5276";"Active"
"POL51128";"CUST11292";"Property";590681.42;21402.06;"2023-04-27 00:00:00";"2023-09-17 00:00:00";"AGT5042";"Active"
"POL51131";"CUST11790";"Property";384676.4;4870.48;"2023-11-15 00:00:00";"2025-04-09 00:00:00";"AGT5183";"Lapsed"
"POL51133";"CUST10469";"Term";673187.77;13357.48;"2020-08-22 00:00:00";"2023-01-05 00:00:00";"AGT5278";"Cancelled"
"POL51134";"CUST11576";"Health";484648.6;37218.46;"2021-09-03 00:00:00";"2022-08-22 00:00:00";"AGT5116";"Active"
"POL51135";"CUST11014";"Vehicle";489522.17;21670.44;"2024-02-27 00:00:00";"2025-02-10 00:00:00";"AGT5125";"Cancelled"
"POL51136";"CUST10448";"Property";982494.52;14516.61;"2020-10-06 00:00:00";"2025-07-01 00:00:00";"AGT5286";"Lapsed"
"POL51137";"CUST12116";"Vehicle";824670.96;44511.2;"2022-04-04 00:00:00";"2022-08-04 00:00:00";"AGT5205";"Cancelled"
"POL51139";"CUST12426";"Property";341317.2;20941.45;"2022-06-19 00:00:00";"2023-04-02 00:00:00";"AGT5205";"Cancelled"
"POL51140";"CUST10822";"Property";802352.9;22979.78;"2023-02-05 00:00:00";"2024-06-04 00:00:00";"AGT5279";"Active"
"POL51145";"CUST11986";"Property";689126.66;7862.13;"2021-07-23 00:00:00";"2022-02-01 00:00:00";"AGT5263";"Cancelled"
"POL51146";"CUST10756";"Vehicle";146972.84;35073.81;"2020-12-12 00:00:00";"2021-01-28 00:00:00";"AGT5061";"Lapsed"
"POL51147";"CUST10367";"Vehicle";472308.99;39086.55;"2023-05-26 00:00:00";"2024-03-10 00:00:00";"AGT5001";"Active"
"POL51148";"CUST11136";"Whole";406050.1;29499.95;"2021-12-27 00:00:00";"2023-11-25 00:00:00";"AGT5013";"Active"
"POL51149";"CUST11400";"Term";965792.4;25657.87;"2022-07-23 00:00:00";"2024-12-22 00:00:00";"AGT5099";"Cancelled"
"POL51150";"CUST10796";"Term";377616.28;43094.58;"2024-05-21 00:00:00";"2024-09-12 00:00:00";"AGT5033";"Active"
"POL51151";"CUST10132";"Whole";526401.61;21588.46;"2024-07-21 00:00:00";"2024-08-09 00:00:00";"AGT5195";"Lapsed"
"POL51152";"CUST10398";"Term";689696.83;24796.23;"2021-03-03 00:00:00";"2025-02-07 00:00:00";"AGT5033";"Lapsed"
"POL51153";"CUST10817";"Health";101621.64;32961.05;"2023-11-01 00:00:00";"2025-01-01 00:00:00";"AGT5193";"Active"
"POL51154";"CUST11613";"Vehicle";574285.41;31936.27;"2024-05-07 00:00:00";"2024-10-29 00:00:00";"AGT5046";"Lapsed"
"POL51155";"CUST12305";"Property";277565.63;28199.79;"2020-11-06 00:00:00";"2023-08-25 00:00:00";"AGT5173";"Lapsed"
"POL51157";"CUST12320";"Whole";332786.66;48736.66;"2023-12-27 00:00:00";"2024-03-11 00:00:00";"AGT5252";"Lapsed"
"POL51160";"CUST11494";"Term";424146.04;27767.6;"2022-08-19 00:00:00";"2024-05-08 00:00:00";"AGT5146";"Active"
"POL51161";"CUST10726";"Property";838930.34;15228.55;"2023-12-10 00:00:00";"2025-04-11 00:00:00";"AGT5099";"Cancelled"
"POL51162";"CUST12187";"Property";123456.62;24335.81;"2023-06-30 00:00:00";"2025-04-30 00:00:00";"AGT5251";"Lapsed"
"POL51163";"CUST11397";"Vehicle";610611.62;47620.71;"2024-03-05 00:00:00";"2024-08-29 00:00:00";"AGT5006";"Lapsed"
"POL51165";"CUST11760";"Property";103134.01;5421.15;"2021-10-20 00:00:00";"2025-06-02 00:00:00";"AGT5235";"Lapsed"
"POL51166";"CUST10335";"Property";662423.52;43572.69;"2024-04-16 00:00:00";"2025-07-13 00:00:00";"AGT5212";"Cancelled"
"POL51167";"CUST11099";"Health";323185.29;32663.36;"2023-01-11 00:00:00";"2025-03-31 00:00:00";"AGT5065";"Active"
"POL51169";"CUST10411";"Vehicle";748053.3;12242.87;"2023-12-31 00:00:00";"2024-06-27 00:00:00";"AGT5192";"Active"
"POL51171";"CUST12393";"Vehicle";868409.56;23204.01;"2024-04-16 00:00:00";"2024-11-03 00:00:00";"AGT5160";"Lapsed"
"POL51172";"CUST12105";"Term";146145.62;21363.36;"2021-06-26 00:00:00";"2025-05-25 00:00:00";"AGT5001";"Lapsed"
"POL51173";"CUST11810";"Property";552393.16;18918.5;"2023-02-03 00:00:00";"2023-06-01 00:00:00";"AGT5138";"Lapsed"
"POL51174";"CUST11677";"Vehicle";296250.71;14494.97;"2021-09-03 00:00:00";"2022-08-18 00:00:00";"AGT5241";"Active"
"POL51175";"CUST10242";"Property";379060.39;27900.93;"2023-12-04 00:00:00";"2024-08-18 00:00:00";"AGT5228";"Lapsed"
"POL51176";"CUST11253";"Health";583969.48;24557.22;"2023-07-18 00:00:00";"2023-10-25 00:00:00";"AGT5130";"Cancelled"
"POL51177";"CUST11698";"Health";581174.75;43081.39;"2023-12-21 00:00:00";"2025-01-15 00:00:00";"AGT5102";"Cancelled"
"POL51178";"CUST10098";"Whole";697923.32;7078.64;"2024-01-20 00:00:00";"2025-01-17 00:00:00";"AGT5068";"Active"
"POL51179";"CUST12260";"Term";163819.36;12438.73;"2024-02-17 00:00:00";"2025-02-26 00:00:00";"AGT5267";"Lapsed"
"POL51180";"CUST11599";"Health";567642.16;33407.13;"2021-07-06 00:00:00";"2022-01-16 00:00:00";"AGT5235";"Lapsed"
"POL51181";"CUST12368";"Vehicle";655725.21;16335.89;"2024-01-22 00:00:00";"2024-01-22 00:00:00";"AGT5092";"Active"
"POL51182";"CUST10297";"Term";897459.27;11860.93;"2022-04-22 00:00:00";"2022-07-18 00:00:00";"AGT5220";"Active"
"POL51183";"CUST11732";"Term";451117.36;13550.57;"2020-09-23 00:00:00";"2021-06-21 00:00:00";"AGT5080";"Cancelled"
"POL51184";"CUST12295";"Whole";914901.42;10024.34;"2021-10-27 00:00:00";"2023-12-05 00:00:00";"AGT5273";"Lapsed"
"POL51186";"CUST12232";"Vehicle";961340.74;39203.13;"2023-03-27 00:00:00";"2024-03-18 00:00:00";"AGT5073";"Active"
"POL51187";"CUST11508";"Property";925629.29;26622.62;"2022-05-06 00:00:00";"2025-03-03 00:00:00";"AGT5038";"Cancelled"
"POL51189";"CUST10656";"Health";189947.99;11731.71;"2023-05-03 00:00:00";"2024-04-11 00:00:00";"AGT5298";"Cancelled"
"POL51190";"CUST12300";"Vehicle";257098.23;13792.43;"2024-03-19 00:00:00";"2024-11-23 00:00:00";"AGT5082";"Cancelled"
"POL51191";"CUST11328";"Vehicle";738974.64;3477.48;"2023-07-18 00:00:00";"2024-09-28 00:00:00";"AGT5035";"Cancelled"
"POL51195";"CUST10173";"Whole";553419.17;6377.88;"2023-06-30 00:00:00";"2024-09-26 00:00:00";"AGT5131";"Active"
"POL51196";"CUST10872";"Term";168983.89;48048.19;"2022-07-04 00:00:00";"2024-01-29 00:00:00";"AGT5153";"Lapsed"
"POL51198";"CUST12139";"Health";862502.12;20076.39;"2022-12-09 00:00:00";"2023-01-14 00:00:00";"AGT5176";"Active"
"POL51199";"CUST11193";"Term";913972.01;47570.02;"2023-10-05 00:00:00";"2025-05-18 00:00:00";"AGT5078";"Active"
"POL51200";"CUST10244";"Health";572715.43;26138.78;"2023-03-11 00:00:00";"2024-02-08 00:00:00";"AGT5284";"Cancelled"
"POL51203";"CUST10538";"Whole";556829.41;7116.99;"2023-05-24 00:00:00";"2024-12-26 00:00:00";"AGT5267";"Cancelled"
"POL51206";"CUST10410";"Property";275849.12;3097.49;"2022-12-12 00:00:00";"2025-07-19 00:00:00";"AGT5238";"Active"
"POL51207";"CUST11888";"Health";363767.25;3340.75;"2023-01-28 00:00:00";"2024-09-20 00:00:00";"AGT5198";"Active"
"POL51212";"CUST12241";"Term";188458.81;10251.25;"2024-05-11 00:00:00";"2025-03-22 00:00:00";"AGT5169";"Lapsed"
"POL51214";"CUST12111";"Term";183759.6;11744.49;"2023-02-12 00:00:00";"2024-06-21 00:00:00";"AGT5088";"Cancelled"
"POL51215";"CUST10962";"Health";434330.78;15247.02;"2023-04-04 00:00:00";"2025-06-08 00:00:00";"AGT5176";"Active"
"POL51216";"CUST12496";"Term";197078.92;37500.76;"2021-09-22 00:00:00";"2022-04-26 00:00:00";"AGT5114";"Cancelled"
"POL51217";"CUST11661";"Whole";953147.52;29775.25;"2021-05-03 00:00:00";"2022-03-24 00:00:00";"AGT5143";"Cancelled"
"POL51218";"CUST11490";"Health";975164.98;44582.24;"2022-03-30 00:00:00";"2022-04-20 00:00:00";"AGT5215";"Lapsed"
"POL51219";"CUST10758";"Health";572998.38;9554.96;"2022-08-17 00:00:00";"2024-10-05 00:00:00";"AGT5006";"Cancelled"
"POL51220";"CUST12320";"Whole";350412.41;43557.92;"2023-05-31 00:00:00";"2023-06-22 00:00:00";"AGT5274";"Cancelled"
"POL51221";"CUST11348";"Vehicle";655438.65;27872.56;"2022-09-12 00:00:00";"2022-11-03 00:00:00";"AGT5061";"Active"
"POL51222";"CUST10548";"Vehicle";916486.27;44019.14;"2022-03-01 00:00:00";"2023-09-03 00:00:00";"AGT5077";"Lapsed"
"POL51223";"CUST11477";"Term";554683.16;5323.88;"2024-02-06 00:00:00";"2025-03-19 00:00:00";"AGT5200";"Active"
"POL51225";"CUST11421";"Health";618278.39;38249.73;"2022-01-18 00:00:00";"2024-04-21 00:00:00";"AGT5239";"Lapsed"
"POL51227";"CUST11372";"Health";935499.41;36025.11;"2022-10-04 00:00:00";"2023-11-30 00:00:00";"AGT5119";"Cancelled"
"POL51228";"CUST11065";"Whole";391962.64;28012.65;"2024-02-17 00:00:00";"2024-07-02 00:00:00";"AGT5007";"Cancelled"
"POL51230";"CUST10839";"Whole";821992.7;43648.65;"2024-05-03 00:00:00";"2024-10-20 00:00:00";"AGT5009";"Lapsed"
"POL51231";"CUST10810";"Health";193563.65;36106.3;"2022-08-16 00:00:00";"2023-11-08 00:00:00";"AGT5286";"Active"
"POL51235";"CUST11528";"Health";205971.9;18218.67;"2021-12-24 00:00:00";"2022-02-21 00:00:00";"AGT5210";"Active"
"POL51236";"CUST12401";"Property";738362.44;36263.0;"2023-03-29 00:00:00";"2025-02-02 00:00:00";"AGT5104";"Active"
"POL51237";"CUST11354";"Vehicle";945570.84;18401.04;"2023-11-06 00:00:00";"2024-03-15 00:00:00";"AGT5215";"Lapsed"
"POL51238";"CUST10555";"Health";854430.76;27364.1;"2021-10-11 00:00:00";"2025-04-14 00:00:00";"AGT5192";"Active"
"POL51239";"CUST10363";"Health";411903.05;20745.88;"2020-12-02 00:00:00";"2021-02-22 00:00:00";"AGT5089";"Cancelled"
"POL51240";"CUST12173";"Whole";936027.22;40648.2;"2023-01-25 00:00:00";"2024-02-29 00:00:00";"AGT5251";"Cancelled"
"POL51241";"CUST12278";"Vehicle";564199.63;6834.94;"2022-12-01 00:00:00";"2023-04-21 00:00:00";"AGT5017";"Cancelled"
"POL51243";"CUST10248";"Whole";962426.68;15921.79;"2022-09-06 00:00:00";"2025-06-15 00:00:00";"AGT5057";"Lapsed"
"POL51244";"CUST10587";"Vehicle";789968.0;4230.9;"2022-04-12 00:00:00";"2024-10-08 00:00:00";"AGT5184";"Cancelled"
"POL51245";"CUST10937";"Whole";304642.35;4984.41;"2021-06-02 00:00:00";"2024-08-12 00:00:00";"AGT5062";"Active"
"POL51246";"CUST12312";"Property";782239.87;28484.16;"2023-05-18 00:00:00";"2024-06-06 00:00:00";"AGT5104";"Active"
"POL51247";"CUST12013";"Property";184141.3;48378.35;"2021-07-13 00:00:00";"2024-04-05 00:00:00";"AGT5209";"Cancelled"
"POL51249";"CUST11198";"Whole";714085.83;35787.8;"2022-10-17 00:00:00";"2023-02-03 00:00:00";"AGT5110";"Active"
"POL51250";"CUST11005";"Health";590474.99;30811.19;"2023-09-11 00:00:00";"2025-04-07 00:00:00";"AGT5198";"Lapsed"
"POL51253";"CUST10831";"Property";792788.07;42354.65;"2023-12-21 00:00:00";"2024-03-13 00:00:00";"AGT5266";"Active"
"POL51254";"CUST12436";"Property";307728.94;40562.07;"2023-03-23 00:00:00";"2023-07-19 00:00:00";"AGT5150";"Lapsed"
"POL51255";"CUST12425";"Term";935364.18;37924.19;"2022-01-23 00:00:00";"2024-12-05 00:00:00";"AGT5151";"Active"
"POL51256";"CUST11761";"Term";733470.44;7705.23;"2021-11-29 00:00:00";"2021-12-30 00:00:00";"AGT5285";"Cancelled"
"POL51258";"CUST10928";"Term";802428.95;6597.88;"2022-12-03 00:00:00";"2023-01-02 00:00:00";"AGT5195";"Cancelled"
"POL51259";"CUST11276";"Vehicle";421655.27;48514.07;"2024-07-15 00:00:00";"2025-04-11 00:00:00";"AGT5133";"Cancelled"
"POL51260";"CUST10603";"Whole";537969.98;18918.62;"2023-03-24 00:00:00";"2024-08-06 00:00:00";"AGT5120";"Lapsed"
"POL51261";"CUST10687";"Term";215407.9;22591.41;"2022-10-07 00:00:00";"2023-05-08 00:00:00";"AGT5146";"Cancelled"
"POL51262";"CUST11716";"Health";953230.23;25029.0;"2023-12-13 00:00:00";"2024-08-06 00:00:00";"AGT5159";"Cancelled"
"POL51263";"CUST10678";"Term";298646.14;4689.19;"2022-05-25 00:00:00";"2024-01-17 00:00:00";"AGT5170";"Active"
"POL51264";"CUST10234";"Vehicle";684370.46;19488.08;"2022-06-23 00:00:00";"2023-06-07 00:00:00";"AGT5132";"Lapsed"
"POL51268";"CUST11526";"Health";289815.59;9279.13;"2023-08-27 00:00:00";"2023-10-07 00:00:00";"AGT5186";"Active"
"POL51269";"CUST10061";"Whole";115980.31;13705.21;"2020-09-06 00:00:00";"2021-01-25 00:00:00";"AGT5275";"Lapsed"
"POL51272";"CUST11175";"Vehicle";363486.29;28713.87;"2024-07-04 00:00:00";"2025-01-10 00:00:00";"AGT5257";"Active"
"POL51273";"CUST10012";"Health";876930.89;5841.72;"2024-06-16 00:00:00";"2024-10-06 00:00:00";"AGT5098";"Cancelled"
"POL51274";"CUST10121";"Whole";980505.84;23157.56;"2022-04-25 00:00:00";"2024-02-28 00:00:00";"AGT5157";"Lapsed"
"POL51275";"CUST10797";"Vehicle";252745.61;7650.28;"2024-05-30 00:00:00";"2024-11-20 00:00:00";"AGT5015";"Lapsed"
"POL51276";"CUST12221";"Property";732227.04;29443.94;"2024-07-10 00:00:00";"2024-12-14 00:00:00";"AGT5041";"Lapsed"
"POL51277";"CUST11304";"Whole";917582.19;30788.79;"2022-02-11 00:00:00";"2023-11-18 00:00:00";"AGT5163";"Lapsed"
"POL51279";"CUST12193";"Term";312453.68;36452.27;"2020-12-17 00:00:00";"2023-10-01 00:00:00";"AGT5160";"Lapsed"
"POL51280";"CUST11050";"Whole";816489.45;37677.06;"2022-01-27 00:00:00";"2022-07-31 00:00:00";"AGT5279";"Active"
"POL51283";"CUST10100";"Whole";324533.54;42561.76;"2021-03-24 00:00:00";"2022-04-23 00:00:00";"AGT5191";"Active"
"POL51286";"CUST10684";"Vehicle";452069.12;19389.09;"2023-07-16 00:00:00";"2024-06-14 00:00:00";"AGT5018";"Cancelled"
"POL51287";"CUST11705";"Vehicle";871098.34;44658.78;"2023-12-15 00:00:00";"2025-06-28 00:00:00";"AGT5130";"Lapsed"
"POL51288";"CUST10934";"Vehicle";588243.34;47919.74;"2021-04-20 00:00:00";"2021-08-20 00:00:00";"AGT5000";"Lapsed"
"POL51290";"CUST12296";"Whole";856798.89;13669.61;"2020-09-26 00:00:00";"2022-01-01 00:00:00";"AGT5149";"Active"
"POL51291";"CUST12202";"Term";666719.62;30186.05;"2024-04-03 00:00:00";"2025-05-15 00:00:00";"AGT5240";"Lapsed"
"POL51292";"CUST10955";"Term";999777.49;20819.62;"2021-03-24 00:00:00";"2024-12-19 00:00:00";"AGT5230";"Cancelled"
"POL51293";"CUST10352";"Vehicle";809492.19;44150.47;"2024-02-04 00:00:00";"2024-02-10 00:00:00";"AGT5037";"Cancelled"
"POL51297";"CUST11378";"Whole";643232.63;13412.44;"2022-11-18 00:00:00";"2024-03-10 00:00:00";"AGT5203";"Lapsed"
"POL51298";"CUST10727";"Vehicle";262044.02;41764.64;"2022-10-11 00:00:00";"2024-12-04 00:00:00";"AGT5103";"Active"
"POL51299";"CUST10813";"Term";272153.64;38043.8;"2022-07-04 00:00:00";"2024-05-20 00:00:00";"AGT5128";"Lapsed"
"POL51300";"CUST10937";"Health";106549.94;18097.2;"2022-11-24 00:00:00";"2023-12-01 00:00:00";"AGT5062";"Active"
"POL51301";"CUST11708";"Term";577640.84;36466.79;"2021-05-03 00:00:00";"2021-09-08 00:00:00";"AGT5114";"Cancelled"
"POL51303";"CUST11162";"Whole";479976.79;18739.5;"2021-11-08 00:00:00";"2023-11-26 00:00:00";"AGT5114";"Cancelled"
"POL51304";"CUST11197";"Health";682781.45;44002.98;"2023-10-24 00:00:00";"2025-04-25 00:00:00";"AGT5286";"Cancelled"
"POL51307";"CUST11418";"Health";656683.88;28364.46;"2021-08-08 00:00:00";"2023-10-21 00:00:00";"AGT5297";"Lapsed"
"POL51308";"CUST10799";"Health";678084.76;9252.71;"2021-07-26 00:00:00";"2023-09-29 00:00:00";"AGT5233";"Active"
"POL51312";"CUST11316";"Health";444270.9;4756.19;"2020-09-23 00:00:00";"2025-04-16 00:00:00";"AGT5167";"Lapsed"
"POL51313";"CUST11386";"Whole";372084.0;17863.44;"2023-11-30 00:00:00";"2025-05-09 00:00:00";"AGT5124";"Lapsed"
"POL51314";"CUST10453";"Term";264514.94;38265.11;"2024-03-20 00:00:00";"2024-04-04 00:00:00";"AGT5213";"Cancelled"
"POL51317";"CUST11292";"Property";703060.12;25140.39;"2024-03-30 00:00:00";"2025-04-14 00:00:00";"AGT5062";"Cancelled"
"POL51318";"CUST12408";"Whole";760529.12;42440.49;"2022-12-24 00:00:00";"2023-08-15 00:00:00";"AGT5166";"Active"
"POL51319";"CUST11369";"Whole";387475.68;44483.99;"2022-11-10 00:00:00";"2022-11-16 00:00:00";"AGT5214";"Lapsed"
"POL51320";"CUST10454";"Whole";215484.11;23875.66;"2020-11-26 00:00:00";"2022-02-18 00:00:00";"AGT5273";"Lapsed"
"POL51321";"CUST10461";"Property";517101.15;21992.99;"2024-04-14 00:00:00";"2025-04-17 00:00:00";"AGT5237";"Cancelled"
"POL51322";"CUST12338";"Health";823182.32;46130.91;"2024-01-21 00:00:00";"2024-11-29 00:00:00";"AGT5017";"Cancelled"
"POL51323";"CUST11241";"Whole";855755.73;23352.55;"2023-07-17 00:00:00";"2025-03-22 00:00:00";"AGT5211";"Cancelled"
"POL51324";"CUST10227";"Property";289645.07;4666.0;"2023-10-28 00:00:00";"2025-03-23 00:00:00";"AGT5055";"Lapsed"
"POL51325";"CUST11577";"Property";324869.03;22909.33;"2023-01-10 00:00:00";"2024-11-20 00:00:00";"AGT5261";"Cancelled"
"POL51326";"CUST11783";"Whole";926712.35;31079.99;"2023-12-14 00:00:00";"2024-07-24 00:00:00";"AGT5243";"Cancelled"
"POL51327";"CUST12252";"Health";470900.52;30741.05;"2023-03-13 00:00:00";"2024-08-12 00:00:00";"AGT5084";"Cancelled"
"POL51328";"CUST12171";"Vehicle";223719.85;44819.45;"2024-02-12 00:00:00";"2025-03-02 00:00:00";"AGT5014";"Lapsed"
"POL51329";"CUST11327";"Vehicle";507511.04;26473.48;"2022-03-14 00:00:00";"2024-01-22 00:00:00";"AGT5157";"Lapsed"
"POL51330";"CUST11863";"Health";138557.82;32355.35;"2023-09-03 00:00:00";"2024-03-21 00:00:00";"AGT5039";"Cancelled"
"POL51331";"CUST10789";"Whole";199123.37;12275.47;"2024-06-09 00:00:00";"2024-09-07 00:00:00";"AGT5091";"Cancelled"
"POL51335";"CUST11670";"Term";905471.37;4436.38;"2023-12-26 00:00:00";"2024-12-26 00:00:00";"AGT5105";"Cancelled"
"POL51337";"CUST12396";"Term";842277.62;18322.1;"2021-12-06 00:00:00";"2022-03-30 00:00:00";"AGT5288";"Lapsed"
"POL51338";"CUST11640";"Health";978720.76;33428.62;"2023-05-19 00:00:00";"2023-09-21 00:00:00";"AGT5297";"Active"
"POL51339";"CUST10850";"Whole";635054.74;27245.52;"2023-02-09 00:00:00";"2024-03-14 00:00:00";"AGT5057";"Active"
"POL51340";"CUST11513";"Term";497136.95;19646.79;"2022-11-29 00:00:00";"2022-12-01 00:00:00";"AGT5210";"Lapsed"
"POL51341";"CUST10079";"Health";930700.58;23584.86;"2021-10-23 00:00:00";"2021-12-14 00:00:00";"AGT5040";"Active"
"POL51343";"CUST11075";"Health";836267.84;21344.66;"2023-07-18 00:00:00";"2025-02-22 00:00:00";"AGT5116";"Lapsed"
"POL51344";"CUST10003";"Property";554365.97;46974.4;"2023-10-16 00:00:00";"2025-05-23 00:00:00";"AGT5259";"Active"
"POL51345";"CUST11270";"Term";544255.21;24559.0;"2022-05-18 00:00:00";"2023-04-27 00:00:00";"AGT5063";"Lapsed"
"POL51346";"CUST11748";"Health";267301.89;23720.07;"2023-11-01 00:00:00";"2024-08-17 00:00:00";"AGT5212";"Active"
